Tipo de tarea,Intención,Socioestructura,Nombre de la tarea,Enlace Imagen,Imagen,Vídeo,Descripción de la tarea
Situación de partido,Finalizar / Evitar Finalizar,3x2,Finalizaciones en 3vs0 y 3vs2,https://drive.google.com/file/d/1QXWZGFpGbxhTW00mQXtPFaf70FA2oQhq/view?usp=sharing,,https://drive.google.com/file/d/1Ri1nzl0W3lHNEX60tiDi8QqvjCLGJPlU/view?usp=sharing,"Un equipo inicia una transición ofensiva en 3 contra el portero y cuando disparan a portería, salen otros 3 jugadores a atacarles. El que había rematado tiene que ir a tocar un palo y después volver a defender. Mientras tanto, sus compañero temporizan esa transición defensiva."
Situación de partido,Finalizar / Evitar Finalizar,2x1,"Transiciones 1vs0, 1vs1, 2vs1 ...",https://drive.google.com/file/d/1Ik8dhGAuc7w2wd-mtxHWYDzd2V5t2QCU/view?usp=sharing,,https://drive.google.com/file/d/15nvj0TjXtUc9mw7fyEAqywZdYdUoSSjz/view?usp=sharing,"Transiciones encadenadas desde el 1vs0 hasta el 3vs2. Se prioriza el fijar a un rival cuando hay superioridad y en interpretar momentos de conducción, pase o disparo."
Situación de partido,Finalizar / Evitar Finalizar,2x1,Transiciones con regresos defensivos,https://drive.google.com/file/d/1tvvTkZfAyYyIT89iMpbvcs4RnAE0Vp61/view?usp=sharing,,https://drive.google.com/file/d/1IN8MKW3nBo8x5F24Km5oNlZn0bdge1Xv/view?usp=sharing,Ataques 2vs1 con un defensor extra que recupera la posición mientras el otro temporiza. Una vez finaliza ese ataque se inicia un 3vs2 contra la portería contraria.
Situación de partido,Finalizar / Evitar Finalizar,4x2,Finalizaciones con defensas aumentando,https://drive.google.com/file/d/1Wb6hBVGsIMGMUdSVG0wMMlhTOjlj7IBP/view?usp=sharing,,https://drive.google.com/file/d/1GTODBPulE5BPgxVK1i4cog-OyIfm52Nk/view?usp=sharing,"4 atacantes realizan 4 ataques contra un grupo defensivo que va aumentando en número y que partirán de estar posicionados o de estar haciendo un regreso defensivo.
Si en algún momento los defensores consiguen robar el balón y meter gol, se acaba la serie y se intercambian los roles para la siguiente (si no, se espera hasta que se realicen los cuatro ataques). "
Situación de partido,Finalizar / Evitar Finalizar,2x1,Finalizaciones 1vs1 con posible ayuda,https://drive.google.com/file/d/1ApF0fequ7G2LfxSdF9fZa4Nacx0sb45f/view?usp=sharing,,https://drive.google.com/file/d/1SmmSts4WzvsQ74AVNY28m5ho-CEbU7fX/view?usp=sharing,Acciones de 1vs1 desde distintas ubicaciones en las que se puede incorporar o no una persona para ayudar al jugador atacante.
Situación de partido,Defensa de área llegando,5x4,5vs4+1 (persiguiendo),https://drive.google.com/file/d/12zUE6VJYbPBbWxxHvZCZutk98esXHZQf/view?usp=sharing,,https://drive.google.com/file/d/1ShSRp5LRocrKcI47BqsXb-GLO1JOQkl-/view?usp=sharing,"Un extremo da pases con el lateral contrario hasta que decide conducir hasta la línea de fondo y buscar un pase para que sus compañeros rematen a puerta o saca un disparo él mismo.

El lateral que estaba dando pases le persigue y el resto de defensas y mediocentro intentan ajustar su posición para evitar el remate.

Si roban la pelota la despejan intentando introducirla en las miniporterías sin que los que la han perdido lo eviten."
Situación de partido,Defensa de área llegando,6x6*,Finalización tras desmarque a espaldas de laterales,https://drive.google.com/file/d/1iKq_f5dCNonbkLTB7soO9gvM_NjQRn10/view?usp=sharing,,https://drive.google.com/file/d/1bQQwC6IXAjAgFu5yMcHrC7hqQp-xv5rt/view?usp=sharing,"Finalizaciones que parten de un desmarque a la espalda del lateral ya sea por parte del extremo o de cualquier jugador interior del equipo contrario.
Para aumentar la incertidumbre sobre quién realiza ese desmarque, se pondrán a la vez dos balones en juego.
Una vez que se ha producido ese desmarque y se ha contactado con esa persona, se lanza el ataque y responde la defensa."
Situación de partido,Defensa de área estando,5x5*,Finalizaciones tras disputa y caída,https://drive.google.com/file/d/1xFgLXXJsOjTINgFFZOnelwei9u-cctUP/view?usp=sharing,,https://drive.google.com/file/d/1MqeVglbABVsVHJy5_2Nrm9F1Zt6EHf5H/view?usp=sharing,Dos equipos disputan un balón aéreo lanzado desde distintos puntos del campo y tratan de hacerse con la caída para sacar el balón a los comodines exteriores y así poder contar con superioridad numérica hasta que la jugada se acabe. En ese momento se intercambian los comodines exteriores por jugadores interiores y se vuelve a introducir un balón largo.
Situación de partido,Finalizar / Evitar Finalizar,3x3*,Oleadas de 3vs3,https://drive.google.com/file/d/1kuL9_RXGJ0QRi59MmyAPyDndo0t_XIVC/view?usp=sharing,,https://drive.google.com/file/d/1yKOwx0ZPeIgO7x1reuGYanHXMKYLBb3r/view?usp=sharing,"Los jugadores se distribuyen en tríos. Uno de ellos sale a atacar a la portería contraria, donde les estará esperando otro trío.
Si el trío ofensivo consigue gol, recibirá un segundo balón para atacar la misma portería otra vez contra los mismos rivales.
Si la jugada acaba (pero sin gol), el equipo defensivo realizará una transición ofensiva contra un nuevo trío.
Si el equipo defensivo roba el balón o el portero detiene el disparo, los seis integrantes realizan una transición ofensiva / defensiva (según corresponda)."
Situación de partido,Finalizar / Evitar Finalizar,2x2*,2 x (2vs2) en portería grande y pequeñas,https://drive.google.com/file/d/1qLI53xVv8BNt-uAzjqo5fd4W_ZV-ixZq/view?usp=sharing,,https://drive.google.com/file/d/1pYBwwQgJDwid1MSJTZVQxE8_N8EEYgMs/view?usp=sharing,Dos equipos de 2 jugadores con dos apoyos externos se enfrentan en un partido en los que se defienden dos porterías grandes. Cuando finaliza la acción (el balón sale del campo o hay gol) un jugador de dentro y otro de fuera va a cada lado y ahí juegan otro 2vs2 atacando y defendiendo 2 porterías pequeñas.
Situación de partido,Finalizar / Evitar Finalizar,1x1,Finalizaciones 1vs1 en diversos contextos,https://drive.google.com/file/d/10EOp7YosrPE3vzQ7YwUU9uhPyJMwIP1u/view?usp=sharing,,https://drive.google.com/file/d/1rCchQPLuz_tRrr3825UhNMKMB9GzwCXC/view?usp=sharing,"Acciones de 1vs1 con recepción de pase e intento de regate, tras la cual, ya sea por éxito o fracaso, se recibe un segundo pase para una finalización rápida.
Tras finalizar la segunda acción, se cambian los roles."
Situación de partido,Finalizar / Evitar Finalizar,2x1,Rondo y finalizaciones en 2 vs 1 por éxito o fracaso,https://drive.google.com/file/d/1cxuMhElWzClOESxd6cydkgAym-evKEgK/view?usp=sharing,,https://drive.google.com/file/d/1TGzy17fIT8xXP0R-6_RxmbdWIUq0cGQy/view?usp=sharing,"Un equipo realiza un rondo 9 vs 2 a un toque. Si consiguen dar 10 pases seguidos, tienen que sacar el balón hacia los jugadores que están fuera para que pongan un centro y entren a rematar el pasador y el anterior jugador que haya intervenido contra uno de los dos jugadores que no ha conseguido robar la pelota en el rondo.
Si por contra, se produce el robo durante el rondo, un jugador roba el balón y consigue sacarlo fuera, los dos que han robado entran a rematar y el que ha perdido tiene que defender.vPara evitar esto, los que han perdido el balón tienen que hacer una presión tras pérdida para que el balón no salga del espacio de juego.
Tras cada acción finalizada, se cambian los dos robadores por dos jugadores de los que están fuera."
Lúdicas,Psicológica,XxX,La araña,https://drive.google.com/file/d/1ey08uCGigt9i4mw625MAnyVKMQjsOZq7/view?usp=sharing,,https://drive.google.com/file/d/1IbM_fkfSWzxgAqRCPa1UxDfeV02M87Iw/view?usp=sharing,"La mayor parte del grupo se coloca en una línea de fuera de juego del campo de fútbol 7. Cada jugador con un balón.
El resto de compañeros se colocan sin balón en el la línea del centro del campo (de la cual no pueden salir).
Los que poseen el balón tienen que atravesar dicha línea con una conducción de balón (sin perder el control del mismo) y avanzar hasta la otra línea de fuera de juego.
Si las arañas roban el balón se cambian los roles."
Lúdicas,Psicológica,XxX,Las 4 divisiones,https://drive.google.com/file/d/1kZEFsGIa22iBuazcFNwSoL2gjrircHq6/view?usp=sharing,,https://drive.google.com/file/d/1ezMpbqv5O8kZh2xxtG76nUYHVezVl3Sm/view?usp=sharing,"El campo se divide en 4 cuadrados. Todos los jugadores inician con un balón dentro de la cuarta división. Si un jugador es capaz de enviar el balón de un compañero fuera del cuadrado en el que están ambos, asciende al cuadrado siguiente, mientras que la persona a la que se lo han sacado, desciende."
Lúdicas,Psicológica,XxX,"Tierra, mar y aire",https://drive.google.com/file/d/1XbabqzwJUteyTiD3LMJXKUj53RtP6-Zn/view?usp=sharing,,https://drive.google.com/file/d/1vzcuxsM6SzmtvKYWE_y1BiUV7fPFIvlu/view?usp=sharing,"Un jugador se coloca en el centro de un círculo y desde ahí, va enviando su balón a un jugador de los que está fuera del círculo a la vez que le dice: tierra, mar o aire.

El jugador que recibe el balón tiene que devolverlo a la primera a la vez que dice un animal de dicho medio.

Si acierta, sigue en el círculo, si falla, tiene que dar una vuelta al círculo hasta regresar a su posición.

* No se puede repetir animal.

** Otras temáticas: Pueblo, Ciudad, País / Jugador, equipo, selección."
Lúdicas,Psicológica,5,Paso en el momento adecuado,https://drive.google.com/file/d/1JAwRTSlBtI2w8MNUFw2u8BbHJ6Rzadi4/view?usp=sharing,,https://drive.google.com/file/d/122WPWg4Cd0qgYz0bE2Mfoat-UWN943hf/view?usp=sharing,"En un cuadrado dos de los cuatros jugadores que ocupan los lados tienen que contactar con el jugador que se coloca en el centro del cuadrado haciéndolo de tal forma que no se mezclen los balones y que no pare ningún balón.
* Se puede prohibir seguir una misma secuencia."
Lúdicas,Psicológica,XxX,Balonmano cabeza,https://drive.google.com/file/d/1cuHwsODQd8Tc4m-UuEOBB1Lx6DjC2GsN/view?usp=sharing,,https://drive.google.com/file/d/1XX7FtGycZhBE9ATKIExSKTzJ2ZZrlDK_/view?usp=sharing,"Dinámica de posesión con la mano con finalización en porterías (rematando con la cabeza) o con la realización de 10 pases seguidos.

La forma de robar el balón será tocando al poseedor del mismo, interceptando un pase (con la mano si es por debajo de los hombros) o con la cabeza (si es por encima).

No hay portero fijo y todos pueden parar un remate de cabeza para evitar el gol."
Lúdicas,Psicológica,2x2,Fútbol sin balón,https://drive.google.com/file/d/1kN7p7JeBarlM4LpNfNCMrsuFYQ7Bqsqo/view?usp=sharing,,https://drive.google.com/file/d/1qPHrR7Gu4_5ZdgKBSxCcL5hIB_Yiou7-/view?usp=sharing,"Una pareja o trío inicia el ataque con un balón imaginario que lo porta una persona (levanta la mano para que sepan que él inicia) y que lo puede llevar o pasar (diciendo el nombre de un compañero). El objetivo del equipo ofensivo es que el portador del balón cruce la línea de fondo contraria mientras que el equipo defensivo tiene que impedirlo y para ello puede robar el balón (tocando al poseedor del mismo).
* Se puede permitir contraataque (el que roba toca el suelo e inicia un nuevo ataque)."
Lúdicas,Psicológica,1x1,Pañuelo de finalización,https://drive.google.com/file/d/1Gv7iNrZLXw_-0Qb5WeeQqtHYeP-2at5V/view?usp=sharing,,https://drive.google.com/file/d/1aO0nA-8WXYeWP546XpGgjHw_KK_iB-Q5/view?usp=sharing,"Pañuelo con balón. Los jugadores de cada equipo cogen números del 1 al 5. Cuando se dice el número de este jugador, este sale al centro y pelea con su rival por el balón que envía el portero. El que se hace con la posesión intenta meter gol y el otro intenta robársela y hacer lo propio (la acción no dura más de 20”).
* Se pueden decir dos números y jugar 2vs2."
Lúdicas,Psicológica,1x0,Remates de cabeza encadenados,https://drive.google.com/file/d/19X2ALB6gLSGCS7NbPuKqAf7UQEe2sveD/view?usp=sharing,,https://drive.google.com/file/d/1v2A6VBB46aAmskhPKRtp-V2Je80mrnYZ/view?usp=sharing,"Una persona de un equipo realiza una carrera hasta bordear una pica y entra a rematar el pase con la mano de un compañero de su equipo que saca de banda desde la línea de fondo.

Tras ello, el que ha rematado se pone de portero para defender el remate del jugador del equipo contrario y el que ha pasado el balón inicia la escalera de coordinación y realiza un ejercicio de movilidad articular hasta su fila."
Lúdicas,Psicológica,5,Escapar de la tela de araña,https://drive.google.com/file/d/11aHxQmT5USHjGbHa4OWJaP5TdwT91SwL/view?usp=sharing,,https://drive.google.com/file/d/16uw9xB1oJ5EBxMRTOfY5OUKmN31Cq9c8/view?usp=sharing,"Posesión en un rectángulo en el cual hay cuatro cuadrados más pequeños en cada una de las esquinas.
El objetivo del equipo que tiene la pelota es conseguir que un jugador reciba un pase en esa zona y consiga contactar a la primera con un compañero.
Si lo consigue, habrá conquistado esa zona y habrá que buscar las otras zonas.
Al perder el balón se reinicia el juego."
Lúdicas,Psicológica,1x1,Duelos 1vs1,https://drive.google.com/file/d/1anZwXWibdAlFuu_whn3p2KSdg-GY3hvT/view?usp=sharing,,https://drive.google.com/file/d/10RpLd6ulrTYicOfbJBEZyMp7cfV_4bOn/view?usp=sharing,"Dos equipos (divididos en dos subgrupos que se colocan enfrentados en cada portería) se baten en duelos 1 contra 1 en el que el jugador ofensivo tiene que intentar regatear al defensa y anotar en la portería que tiene enfrente.
Si lo consigue, sale un compañero de su equipo (de la fila que hay en esa portería) y ataca a otro defensa que se incorpora de la fila restante.
Si no lo consiguiera, saldría un jugador del otro equipo a atacar y un compañero del que estaba atacando, saldría a defender."
Lúdicas,Psicológica,6,Adivina mi control orientado,https://drive.google.com/file/d/1hnKVbwCukObppEmd5Kt2GJHePUHMSWlZ/view?usp=sharing,,https://drive.google.com/file/d/1DH8SEKfFz5971q_RbGif8Co3NBl2J8pL/view?usp=sharing,"Cuatro jugadores irán dando pases a un jugador que irá devolviéndolos hasta que en uno decida hacer un control orientado hacia una de las miniporterías que tiene a los lados para introducir el balón en ellas con un pase.
En ese momento, el defensa tiene que intentar interceptar ese pase."
Lúdicas,Psicológica,1x1,"Activación con escalera y piedra, papel o tijera",https://drive.google.com/file/d/1I1D5CYNUrGMokdmZ9dRlutxQjYxnV5EL/view?usp=sharing,,https://drive.google.com/file/d/17TrIsYr3F0lwiXeErDc4Thc8qsFXuUmd/view?usp=sharing,"Dos jugadores realizan un ejercicio de coordinación en escaleras y de ahí se dirigen lateralmente hasta un cono. Cuando se juntan, juegan una partida de piedra, papel o tijera.
El que gana elige el lado al que escapa. El otro tiene que ir por el otro lado.
El primero que coja el balón tiene que intentar meter gol en las miniporterías y el otro jugador, evitarlo."
Lúdicas,Psicológica,XxX,"Piedra, papel o tijera colectivo",https://drive.google.com/file/d/1yFWb58FFvtrIOGag8IF4jz5kqndJDZIW/view?usp=sharing,,https://drive.google.com/file/d/109CMj09C0XYPc1S3SKN_4AX_EDIpnuGF/view?usp=sharing,"Dos grupos se colocan en filas horizontales enfrentadas entre sí. Cada jugador va realizando los ejercicios de calentamiento que se va indicando hasta que se da la señal. En ese momento, tienen que realizar en mímica el elemento que hayan acordado en su grupo (piedra, papel o tijera).
A partir de ahí, si una fila gana a la de enfrente, tiene que escapar asta una línea determinada y los rivales tienen que perseguirlos e intentar atraparlos antes de que alcancen esa línea."
Lúdicas,Psicológica,1x1,Cara o cruz,https://drive.google.com/file/d/1JKKm8uSGETi25WwKrHYHSgMu9W5vUyLT/view?usp=sharing,,https://drive.google.com/file/d/1Rsnprp1UNdoxkeNR1VyjPq4WBFw1M88J/view?usp=sharing,"Dos grupos se colocan en filas horizontales enfrentadas entre sí. Cada jugador va realizando los ejercicios de calentamiento que se va indicando hasta que se da la señal. 
En ese momento, el grupo nombrado, escapa hasta su línea de fondo y el otro grupo sale en intenta pillar a los que escapan."
Lúdicas,Psicológica,1x1,Respuesta a los movimientos de los balones,https://drive.google.com/file/d/1nPjGa3sdoX4sx5TCCCKy5icHLx8HnYBy/view?usp=sharing,,https://drive.google.com/file/d/1md44vPK1A6B91Clermt-y-BBQ7FEQcoL/view?usp=sharing,"""""""Dos grupos se colocan en filas horizontales enfrentadas entre sí. Cada jugador va realizando los ejercicios de calentamiento que se va indicando hasta que se da la señal. 

Señales:

- Balón arriba --> salto

- Balón botado --> agacharse

- Balón a la otra mano --> cambio de fila

- Balones chocados --> abrazo / salto y choque

- Rojo / Azul --> carrera para escapar"""
Lúdicas,Psicológica,1x1,Colita del zorro en filas,https://drive.google.com/file/d/1nik7QPL2iO_ZiYa0sJIRoQl3BcuXMGio/view?usp=sharing,,https://drive.google.com/file/d/1jdl3V8se6nsRCaIQt84AcMBA2X6O4Tuc/view?usp=sharing,"Dos filas se colocan enfrentadas y cada miembro tiene un peto colocado en la parte trasera de la pantaloneta. Las dos filas inician mirando al mismo sitio. Si el entrenador dice: 1, los jugadores hacen un giro de 180 grados. Si el entrenador dice: 2, el que está viendo la espalda al otro tiene que perseguirlo e intentar quitarle el peto antes de que cruce su linea de ""casa""."
